type,client,tx,amount
resolve,44,2194672526,
dispute,82,2200811697,
deposit,72,4102915452,-152258922105687.0303
resolve,75,564498062,
withdrawal,98,2971704515,698171590920746.5095
resolve,15,672022911,
withdrawal,99,631646676,596226798365302.5341
dispute,50,2560513551,
resolve,36,179032884,
resolve,49,514392641,
withdrawal,20,1778674823,-364774617871107.5593
deposit,55,869844482,790631304960417.2471
withdrawal,67,3004702470,-355240900255709.4368
resolve,57,2101382628,
resolve,53,3956689020,
deposit,47,1347763464,-729540861732371.0289
resolve,86,2003384173,
dispute,86,189309343,
dispute,93,2070486350,
dispute,49,107413452,
dispute,11,2551688865,
deposit,42,1644436079,418094450406364.7178
deposit,59,2255052916,-171314345772819.8704
withdrawal,37,131937730,628709899647368.1163
withdrawal,77,2370013974,785107816879072.6379
deposit,49,3894004219,-379668068251221.0306
withdrawal,5,2808317587,-75194233504016.0976
dispute,68,2131586382,
withdrawal,47,4104604155,-754756413943674.2681
deposit,74,1244987797,145356322444002.2242
deposit,62,4243783744,-154368331981570.9916
withdrawal,9,825025168,266022578756338.8453
deposit,95,3526457250,-104263800628016.0167
withdrawal,27,128833544,-181476221566128.9589
resolve,25,3845262900,
withdrawal,44,2352592530,707763370897951.3191
deposit,39,3169334442,-291034772445624.5738
deposit,24,3008183859,-798130329604575.9742
withdrawal,2,3871679813,-768519869583065.6749
dispute,49,547523881,
withdrawal,24,2616290801,365163100947873.8519
deposit,97,84780676,555275669863264.5464
withdrawal,89,2660094774,-654524425951001.0274
resolve,70,3566558777,
withdrawal,85,3040135956,139631710710765.1541
dispute,88,2208011960,
deposit,25,2722181542,-304536566127932.5910
deposit,59,356602392,-137459752515528.2983
resolve,32,220564897,
dispute,99,204826641,
dispute,35,1249335180,
withdrawal,68,2682093703,492321472125623.2619
deposit,35,2419275895,-880885667938087.5929
deposit,24,1938745024,-146334031474735.5741
dispute,37,1517897932,
dispute,97,3139261993,
deposit,50,760528415,-308785465219114.0667
deposit,30,1793252741,-28152317304207.2244
deposit,76,501136993,847549074492802.4444
withdrawal,89,877990397,-76325852370971.3183
deposit,15,4110455786,-208588235628760.2342
withdrawal,60,1255620088,-241697082921391.3405
deposit,63,717277675,-396937143574371.4846
resolve,24,1825148396,
deposit,14,2013080154,568511418342115.1819
withdrawal,76,179660885,341988382861630.5522
deposit,96,67507792,-232626431247532.8553
deposit,70,1538217061,137581594705696.4375
dispute,20,2205983646,
deposit,71,3110241150,-510008794870695.6897
resolve,71,301920598,
resolve,77,3994760058,
withdrawal,31,1949598843,501287716478979.5583
deposit,66,3276712595,868642469168351.0516
deposit,71,2167735265,-775798356043855.9506
withdrawal,7,883060203,-323837018341662.5616
withdrawal,95,2003980268,-112310829538985.4522
deposit,25,1123504733,711610857458752.9642
withdrawal,69,2397436824,449427071077757.1864
deposit,84,4293606913,29153568316512.9668
resolve,78,1958455033,
resolve,54,2640055069,
deposit,33,4069995760,880696315303424.6404
resolve,90,4193126697,
withdrawal,98,3775557957,-273262039149650.9758
withdrawal,46,2465490589,-831000504636699.8550
deposit,16,1132105208,-580937708204369.3768
deposit,26,3622083882,744463544616718.5754
deposit,23,2065824123,-344296448424143.6712
deposit,75,4233628149,266173202445956.9928
withdrawal,71,3344718299,-284322556948140.7172
withdrawal,11,1700717763,426930802751969.0536
resolve,75,3907653815,
dispute,65,577313007,
deposit,73,3571138659,-632909978314691.0965
resolve,10,1719766454,
resolve,68,1760149255,
deposit,5,1171466976,735854176699915.4326
dispute,80,1290876080,
resolve,98,4039403049,
resolve,54,2523358500,
dispute,89,1553469106,
withdrawal,87,2768016487,-727225623736327.8078
deposit,6,1338915768,748941084306160.1139
deposit,79,3050305624,251547626742498.5954
resolve,24,3007738522,
deposit,76,975702725,811526621013736.1288
withdrawal,85,1624478954,-61434518762935.4601
deposit,69,2696944330,-466755204610496.0602
resolve,64,3878088252,
withdrawal,87,1184082944,920301157479727.2062
resolve,2,2069837455,
withdrawal,17,1146560287,-721231185820849.8663
resolve,3,4184416675,
withdrawal,5,2098182111,-33518200155261.5684
withdrawal,30,1380155086,-534259359564868.8587
deposit,40,1347402414,-823739171093669.7397
resolve,56,3900383956,
resolve,48,4161073664,
dispute,21,3378142290,
resolve,7,1886871845,
deposit,0,2068853504,565766675409635.5798
withdrawal,29,1375709048,573226703825949.8787
deposit,3,2663093495,-441191842428179.0219
dispute,23,174795564,
deposit,21,2599880994,-71495582436044.7462
withdrawal,35,1269644388,-901004825360029.3386
withdrawal,17,1199916428,-682527081704531.9105
withdrawal,98,2003289619,-10233633482455.8270
resolve,72,3389507340,
deposit,80,3180996928,-922154870782593.0040
dispute,45,2575463003,
dispute,15,4275361272,
withdrawal,47,3032145118,-409231078849000.3052
deposit,33,4050706457,879617204610134.0418
withdrawal,74,2213378457,-330346603357844.4124
deposit,19,1885796681,-154031028336314.0210
dispute,81,2094773871,
dispute,90,323077508,
deposit,28,3738069988,-546912349721554.0816
resolve,14,1860779280,
deposit,11,3031414039,-308130781048761.7424
deposit,64,3126366245,557992623380694.9025
withdrawal,76,2160407647,198182545732485.9048
resolve,43,1886074278,
resolve,83,2856794613,
withdrawal,70,3035429020,-491523880583402.2738
dispute,55,3217917852,
dispute,78,2244873669,
withdrawal,60,3419386903,-741881316338395.0900
resolve,31,3498330097,
withdrawal,15,734228479,-381282834492041.3145
dispute,9,3788535569,
dispute,71,3574832362,
resolve,70,283092113,
deposit,3,289958755,-192837245800401.2975
withdrawal,14,3038839841,807953304387656.6028
dispute,95,401413412,
deposit,1,3858927242,696835832430411.7049
deposit,3,125898970,-22700507556045.7356
dispute,47,2337617516,
resolve,33,77963520,
deposit,35,2372172363,-880083701925660.0460
dispute,52,3331684659,
resolve,16,1298645046,
dispute,34,2519837717,
deposit,4,4078359944,469145702418024.1999
dispute,6,2246287847,
dispute,72,2421887773,
withdrawal,1,3982479601,596919191090991.0466
deposit,15,2397993167,757644262699071.2034
resolve,47,1443510290,
deposit,32,1789631684,254230292014425.7921
resolve,68,1271043057,
dispute,29,2873503242,
withdrawal,59,2292690580,-894738443522859.8356
resolve,11,2260726969,
deposit,59,4235692035,-571912575674157.0826
dispute,83,674547042,
deposit,50,1937864864,-31990506543728.2086
dispute,41,3502724950,
resolve,53,10636457,
deposit,96,1036459312,-164181127806733.5609
dispute,12,3199275388,
dispute,73,391973353,
resolve,69,3699752320,
resolve,43,204559136,
dispute,9,2437367088,
resolve,41,2617413047,
dispute,0,3459523841,
dispute,7,3578030943,
dispute,32,862634652,
resolve,90,1158842309,
deposit,4,1846926423,888312205338931.8269
deposit,63,3160752314,759646829541765.0219
dispute,26,528415232,
dispute,65,3779258355,
withdrawal,9,3130469621,471006452704203.3153
deposit,26,2668638238,-302532543412710.6594
dispute,82,1362702842,
dispute,97,639645682,
withdrawal,62,719601090,-256679023075271.3448
deposit,46,2729166584,-225226082109133.0691
withdrawal,59,3274354877,-900646095495680.9499
withdrawal,21,2284905925,-837348861595068.5144
dispute,14,77229270,
resolve,98,685100975,
resolve,98,3670185728,
withdrawal,52,2383542573,529347363714851.5417
deposit,3,3861660001,454170210138988.1467
dispute,97,2072835942,
resolve,54,1996184475,
withdrawal,5,933770151,768213325350011.5363
dispute,96,1497357907,
dispute,33,3903378880,
deposit,18,2461218685,585853730058618.4344
withdrawal,34,490743005,457784335955351.5861
withdrawal,26,1258441166,-898272559182097.1828
deposit,4,3549657438,433678640595081.9802
withdrawal,69,356395519,55336273494378.5241
withdrawal,65,2510555330,-202341306488411.2048
resolve,79,666226892,
withdrawal,22,3209113725,-229936554848272.3336
deposit,97,2550397612,618130292241324.3026
resolve,2,3052759193,
resolve,61,2942627462,
withdrawal,7,2280544024,45174099694299.7004
deposit,38,3277559310,-594203266590367.6165
deposit,65,1747643873,228514554713297.9933
dispute,9,1080411073,
resolve,29,64462898,
resolve,70,7746132,
withdrawal,70,2074977477,-256448193462304.5619
dispute,96,3384879642,
withdrawal,18,1634357227,559259379981450.4942
deposit,95,4271854331,-897356223583605.4290
resolve,27,780526657,
withdrawal,84,250184583,-805716623257194.9005
deposit,77,57723306,-295717300491348.3146
deposit,2,2087195458,919702197892720.4036
dispute,86,2347612943,
deposit,51,2165991127,306675241949593.0956
deposit,70,1294144460,327258076984196.7132
deposit,83,3453678309,680268090821288.1044
dispute,25,3969796438,
resolve,80,1352518421,
resolve,2,239088364,
deposit,20,2045183614,727899068205560.2670
withdrawal,69,879509276,456449532160945.4867
deposit,7,2266711995,89679575663571.9464
withdrawal,81,2737747167,503455359485721.7394
withdrawal,78,2838476655,761230761095411.0252
withdrawal,18,1796773098,784997404764548.8393
deposit,94,1457310448,-445421583646508.3084
withdrawal,95,2273819655,396965435281286.5022
dispute,67,891334126,
dispute,58,1394749999,
deposit,95,3882892513,177570861101936.7551
dispute,86,1994832799,
resolve,82,4023521792,
dispute,53,3906512813,
deposit,87,2713293547,-477464646284767.7207
dispute,74,198755793,
deposit,61,4124661463,-244144396290278.5017
resolve,34,3506853697,
deposit,73,505216188,-430791177812944.2035
deposit,81,3520544146,870872330610146.1393
resolve,71,4143175161,
deposit,60,1119402615,-355324334072629.4228
withdrawal,72,3119289551,-64324854171354.4405
resolve,23,2106557448,
dispute,81,733498842,
dispute,44,4012825682,
deposit,90,2010735346,-208285453894578.7068
dispute,44,2882999962,
deposit,48,3467848119,-606714105707752.8267
dispute,13,44432198,
resolve,43,1880201523,
dispute,2,145102601,
dispute,61,1779760159,
dispute,11,170103827,
dispute,41,4289832905,
resolve,94,789450848,
dispute,22,3090689148,
deposit,63,1610853202,404325179584018.1425
deposit,84,3267654326,568981039147385.3957
resolve,61,61409751,
dispute,14,2429015372,
dispute,53,1855470919,
resolve,52,4235290535,
deposit,4,616477917,-467136433902094.3132
resolve,11,4032699461,
resolve,35,3038532694,
resolve,68,125158023,
dispute,17,2835080580,
withdrawal,30,4190422995,-853146405221072.9389
deposit,49,663676913,32141487506624.2692
resolve,89,2176623775,
resolve,56,1186194906,
withdrawal,84,370539645,-352084300817082.6916
deposit,32,2662040224,382652230987514.5021
deposit,56,4000040169,-418765211273100.3225
resolve,46,2896408310,
resolve,66,1621855771,
dispute,88,3507264288,
dispute,88,972977560,
deposit,25,63768080,279057641111888.3737
withdrawal,98,4236570493,786116000172820.0145
dispute,76,2672390529,
withdrawal,46,549628975,46012022218646.0258
withdrawal,7,3780914400,-843875107119744.0657
deposit,43,331776681,4453385520240.6064
withdrawal,84,2657466046,-195218046819780.7326
deposit,99,3438095266,441224103885200.9878
withdrawal,27,1535258645,-342716888125523.4504
deposit,75,3231982715,-355743841231450.6414
withdrawal,11,3617448785,397540161044378.7658
withdrawal,88,53787677,-550708911419626.5913
withdrawal,63,1660341066,531295549588394.8676
resolve,13,395430358,
resolve,21,2011817922,
deposit,56,150676878,-736580962809214.5351
withdrawal,9,2694864065,-42296593817.9387
dispute,16,1932828697,
resolve,62,3318077673,
withdrawal,23,871722047,296538140174949.2140
withdrawal,38,3863481615,94872572092954.7617
withdrawal,38,3725172474,691105110776635.1195
withdrawal,40,2664545955,294855543111145.2377
dispute,52,4255049214,
deposit,29,852764397,194658433051546.4043
resolve,45,1952109683,
dispute,77,1505231810,
dispute,31,1205124654,
deposit,91,1797790619,350983850688429.3485
deposit,2,4114182900,368190014361536.9568
deposit,61,3830758325,-380498078352466.9991
deposit,85,3761784787,752362860158735.3449
withdrawal,46,2536764427,-743381657876291.8280
withdrawal,43,2024957674,-772780908263693.2273
dispute,15,3299164383,
resolve,79,3471751327,
deposit,92,3998372927,282161704516944.4195
resolve,72,1690527533,
resolve,78,1806352437,
withdrawal,5,953359835,-858230528417591.9286
dispute,99,18238384,
resolve,89,2241606862,
resolve,49,822854842,
deposit,21,2255605953,45629680905335.1064
resolve,71,2091815527,
deposit,83,3811698036,587049621664977.0259
deposit,57,1819501466,-509352257621696.0678
deposit,74,2297035998,669310583924230.2585
deposit,12,2484977680,-835955238907110.5334
dispute,47,2532978252,
deposit,92,1918925565,-57013326222727.7545
withdrawal,76,3064441188,-912181647882652.7134
deposit,14,779902165,-265603228255084.0478
withdrawal,98,3195106534,-452529584193332.9434
resolve,38,2431593510,
withdrawal,81,4185630242,-851832678016224.5651
deposit,80,12012796,-650588086832740.8399
resolve,76,763322953,
dispute,81,1276085369,
dispute,9,2868437786,
dispute,17,4028545119,
deposit,17,742134339,-48707080758279.7150
withdrawal,53,556737281,-688349917447826.8467
deposit,78,181614379,775983587040334.2504
withdrawal,0,1287637279,815711136055578.7129
resolve,15,407592777,
resolve,83,4064391613,
deposit,64,2024005591,381964328695128.1326
withdrawal,96,842075751,-849619260236815.7235
withdrawal,25,4107383377,-802814933072548.6760
deposit,88,661629044,-191231217551883.8981
dispute,42,2597575874,
dispute,81,1632734809,
withdrawal,5,786412291,403607573721436.3914
dispute,18,3230331572,
withdrawal,13,2130544042,-187827461749014.5273
resolve,10,3868325381,
withdrawal,71,4272259821,-267230151914545.5590
deposit,73,1440929385,-237241933300734.9786
deposit,70,146950874,371339969875576.5011
resolve,2,2179590032,
resolve,57,650717850,
withdrawal,3,3730476385,-750761725467105.0741
resolve,83,2768733634,
withdrawal,60,3455692676,153184510103078.4569
deposit,63,2855416387,755595097438067.4728
deposit,0,3909264201,715081500937162.0678
deposit,9,3716926103,293624533426978.8712
dispute,43,3367601446,
dispute,72,2279551525,
resolve,46,4271849886,
dispute,6,1959268360,
resolve,50,4175383918,
dispute,56,1622772218,
deposit,91,2706279053,-509692998594259.6293
resolve,2,3238083066,
withdrawal,67,1238836172,730469208306952.7932
deposit,41,1855154227,-894507515072564.1745
resolve,86,3072552969,
resolve,39,1684053332,
dispute,94,1164592732,
withdrawal,29,218312598,138570206281601.0410
resolve,97,1933941267,
resolve,92,193521942,
resolve,33,1365493167,
deposit,85,3684544993,106937037374926.8975
deposit,88,3451873720,-825361608918228.6040
deposit,91,1343058373,-728760526796601.3468
resolve,57,3198466256,
deposit,21,1379866551,349781372115360.7848
resolve,95,2633226056,
dispute,36,3539289803,
resolve,81,550491919,
dispute,99,2000053885,
withdrawal,15,313211418,416598565377418.9451
resolve,25,943128384,
deposit,15,1803261010,67867566672120.6749
dispute,1,1156503619,
withdrawal,12,158047961,-838771117920719.0845
resolve,53,2212648864,
resolve,45,508404143,
withdrawal,40,2995850077,-836398412052119.9763
withdrawal,33,2194631938,-872274543499487.2026
dispute,36,59841511,
dispute,67,642925683,
resolve,64,1004314887,
withdrawal,57,3727598394,-85022848319650.7179
deposit,7,1569193888,-890634797795200.2832
withdrawal,53,1919515377,324065087870927.0815
dispute,68,269554276,
withdrawal,96,3722965528,-438917072047371.1873
deposit,45,2888451276,-302812101406491.6055
dispute,54,3489598817,
deposit,78,1812487311,-417375756661561.7312
deposit,80,3188289466,-798234024147336.9622
withdrawal,59,3759996695,788244109889757.0573
withdrawal,52,1510578089,261848723563451.1529
deposit,33,1809572408,437083049070795.4554
withdrawal,8,1790683606,481928868456191.5022
resolve,45,2463321546,
resolve,88,849308375,
withdrawal,29,3826352835,-758201194515616.3941
withdrawal,68,3620370261,791763030958151.0262
withdrawal,76,1578330374,-72636210444884.5952
resolve,38,3547798281,
deposit,0,525198180,-317713471405116.1654
deposit,61,2658744866,847612209170657.3258
deposit,45,665631560,-263171343717705.8434
resolve,75,727255323,
withdrawal,99,34570563,-338282505953280.8741
withdrawal,18,1720625427,265762239472575.1389
deposit,36,3358716454,-224086473525874.7028
resolve,68,3871079443,
resolve,59,327347226,
resolve,38,1040402632,
withdrawal,72,3231978671,401452458858607.2118
resolve,4,688674360,
resolve,20,2107992091,
deposit,38,3104707979,531500857745243.9252
withdrawal,11,2602894860,-10502324940071.5673
withdrawal,94,1302694433,79798739356848.8020
deposit,78,3692908629,-246475257501204.5033
withdrawal,82,3158309663,32231711833992.4310
dispute,32,1952464061,
dispute,13,4188191167,
dispute,45,1729860972,
resolve,82,7106404,
withdrawal,40,152443025,135935695314365.1950
deposit,51,1480024118,-43037571755639.0804
deposit,54,1927450620,-539652889893006.8973
resolve,97,1020310278,
withdrawal,80,2886887189,658933167100874.4284
withdrawal,75,716367099,238334030771603.5786
resolve,75,3123598495,
dispute,42,2854772527,
